VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range
7G2CEHEE0R,King,Kenmore,WA,98028,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1RH6E45E,Clark,Ridgefield,WA,98642,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38
WBAJB1C57K,King,Newcastle,WA,98059,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15
KM8K23AG0N,Snohomish,Snohomish,WA,98296,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8KNDA87S,King,Seattle,WA,98101,2025,HYUNDAI,IONIQ 5 N,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
W1KCG4EB9R,King,Seattle,WA,98115,2024,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
JA3215H45H,Clark,Vancouver,WA,98662,2017,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,59
WP0AB2Y14M,King,Renton,WA,98056,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203
5YJSA1AG0D,Kitsap,Bainbridge Island,WA,98110,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208
KMHM54AC0R,Snohomish,Lynnwood,WA,98087,2024,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1FADP3R44E,Pierce,Lakewood,WA,98498,2014,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76
3FMTK3R79N,Clark,Vancouver,WA,98686,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8K23AG1N,King,Seattle,WA,98126,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3MW5P7J06M,King,Woodinville,WA,98077,2021,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22
KM8KN4AE9N,King,Renton,WA,98059,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4H600L7N,King,Sammamish,WA,98074,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
JHMZC5F35L,Whatcom,Bellingham,WA,98229,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47
3GNKDHRK3R,King,Seattle,WA,98136,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA12ABGE5L,King,Bellevue,WA,98006,2020,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218
7FCTGCAA7R,King,Kirkland,WA,98033,2024,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0DM2M,King,Seattle,WA,98117,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
3FMTK1RM2M,Lewis,Chehalis,WA,98532,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WB523CF06S,King,Seattle,WA,98118,2025,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WMEEJ9AA8G,King,Seattle,WA,98136,2016,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68
1GC10UED1R,King,Seattle,WA,98134,2024,CHEVROLET,SILVERADO EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR00L9N,King,Kirkland,WA,98034,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
1FTBW1YK6P,King,Redmond,WA,98052,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WMZ23BS07M,Kitsap,Bainbridge Island,WA,98110,2021,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
YV4H60LF7R,King,Redmond,WA,98052,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
1GYKPMRK8R,King,Sammamish,WA,98074,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV1BK0EP2N,Whatcom,Bellingham,WA,98229,2022,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22
WBA13AG04M,Kitsap,Kingston,WA,98346,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21
3FMTK4SE1M,Thurston,Olympia,WA,98513,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJXCBE50M,King,Issaquah,WA,98029,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
W1KCG2DB7N,King,Seattle,WA,98101,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
W1KCG5FB0P,Clark,Vancouver,WA,98682,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ER3GL2R,Clark,Vancouver,WA,98662,2024,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YSMFG3KA8R,Clark,Battle Ground,WA,98604,2024,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KMHCX5LD0L,Snohomish,Mill Creek,WA,98012,2020,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29
WA12AAGEXP,Cowlitz,Longview,WA,98632,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WP0CH2A75K,King,Mercer Island,WA,98040,2019,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14
WA1F2BFY3L,King,Carnation,WA,98014,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20
WP1AE2AY5R,King,Kirkland,WA,98033,2024,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,56
YV4BR0CM4M,King,Seattle,WA,98119,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
YV4BR0CK6N,King,Auburn,WA,98001,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
YV4H60CN1P,Spokane,Spokane,WA,99224,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
4JGGM2CB4P,King,Bellevue,WA,98006,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KMHC85LJ6M,Snohomish,Lynnwood,WA,98036,2021,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJXCDE24G,Pierce,Bonney Lake,WA,98391,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200
7FCEHEB25R,Pierce,Lakewood,WA,98439,2024,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
50EA1TEA9R,Kitsap,Port Orchard,WA,98367,2024,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
JHMZC5F16L,Snohomish,Lynnwood,WA,98036,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47
KNDCC3LD1L,King,Seattle,WA,98136,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
5YJSA1AC7D,King,Seattle,WA,98117,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208
WA1AAAGE6P,King,Seattle,WA,98115,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY2Z6C5XK,King,Issaquah,WA,98027,2019,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
WBY8P2C09L,Jefferson,Port Ludlow,WA,98365,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153
2C4RC1N74N,King,Kent,WA,98042,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
5YJSA1CNXC,King,Burien,WA,98146,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265
KNDCE3LG2M,Snohomish,Lynnwood,WA,98087,2021,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5LMYJ8XY9P,Pierce,Parkland,WA,98446,2023,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21
YV4H600Z7N,Mason,Shelton,WA,98584,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
YV4H600L3N,Snohomish,Lake Stevens,WA,98258,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
KMHC65LD7N,Benton,Kennewick,WA,99336,2022,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29
YV4BR0PK2J,Clallam,Sequim,WA,98382,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19
1FTBW3XK8N,Kitsap,Seabeck,WA,98380,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
JHMCR5F70E,King,Seattle,WA,98105,2014,HONDA,ACCORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13
WA1ACBGE3N,Snohomish,Mill Creek,WA,98012,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
7FCEHEB22R,Pierce,Lakewood,WA,98439,2024,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WAUCJBFW0N,King,Renton,WA,98055,2022,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1FTBW1YK4N,King,Seattle,WA,98148,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5LMTJ5DZ8R,Chelan,Leavenworth,WA,98826,2024,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28
50EA1GBA5P,King,Kirkland,WA,98033,2023,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
50EA1GDA3P,King,Clyde Hill,WA,98004,2023,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WP0AB2Y17N,King,Medina,WA,98039,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
SALGS4RY0L,Pierce,South Hill,WA,98375,2020,LAND ROVER,RANGE ROVER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19
JTMAAAAA6R,Thurston,Olympia,WA,98516,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FW6S00M,Skagit,Mount Vernon,WA,98273,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8S6DA27P,Douglas,East Wenatchee,WA,98802,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WA12AAGE0M,King,Seattle,WA,98102,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218
3GNKDBRJXR,King,Bothell,WA,98011,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WP1AH2AY7P,Spokane,Spokane,WA,99218,2023,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14
5YJXCDE4XK,Skagit,La Conner,WA,98257,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289
5YJSA1AG4D,King,Medina,WA,98039,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208
1FT6W7L72R,Thurston,Olympia,WA,98513,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3MW5P7J02N,Adams,Othello,WA,99344,2022,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22
WA1G2AFY5L,King,Seattle,WA,98117,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20
YV4H60DP1R,King,Seattle,WA,98136,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
3FMTK3R47P,King,Seattle,WA,98115,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBAJA9C54K,King,Redmond,WA,98052,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16
WBY8P2C0XL,Clark,Ridgefield,WA,98642,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153
W1KEG5DB2P,King,Seattle,WA,98118,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WAUFJBFWXN,King,Issaquah,WA,98027,2022,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3C3CFFGE9J,King,Seattle,WA,98115,2018,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84
W1KCG4EB3N,Snohomish,Lake Stevens,WA,98258,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY8P8C52K,King,Seattle,WA,98105,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126
1G6RR1E45E,King,Seattle,WA,98121,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37
KM8JFDA28N,Kitsap,Bremerton,WA,98311,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
5YJSA1DN2C,King,Seattle,WA,98117,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265
YV4H600Z1N,King,Kirkland,WA,98033,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
YV4BR0DL1J,Skagit,Burlington,WA,98233,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
WB533CF00R,King,Federal Way,WA,98003,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY2Z2C56E,Clark,Vancouver,WA,98660,2014,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14
5LMTJ5DZ7N,Clark,Vancouver,WA,98664,2022,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28
1GYKPTRK3R,Pierce,Fircrest,WA,98466,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY43EJ01R,King,Seattle,WA,98146,2024,BMW,I7,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA1J2BFZ9N,Thurston,Olympia,WA,98516,2022,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJSA1AG9D,Pierce,Buckley,WA,98321,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208
ZASPATCWXR,King,Seattle,WA,98109,2024,ALFA ROMEO,TONALE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
1N4BZ1BP3L,King,Seattle,WA,98103,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA1E2AFY0P,Skagit,Mount Vernon,WA,98273,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23
1G1RE6E45C,Pierce,Fox Island,WA,98333,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
3FMTK2R73N,King,Seattle,WA,98119,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA1E2AFYXN,King,Seattle,WA,98105,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22
3FA6P0PU0K,Pierce,Orting,WA,98360,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
WA1DABGE4R,Island,Camano Island,WA,98282,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA1LAAGE8N,King,Seattle,WA,98112,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
LYVBR0DL5J,King,Bellevue,WA,98006,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
1FADP3R44J,Clark,Vancouver,WA,98662,2018,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100
WP0AB2Y12P,King,Auburn,WA,98001,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1RH6E42D,King,Bellevue,WA,98004,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38
7SAXCAE54R,King,Bellevue,WA,98008,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA1G2AFY4N,King,Seattle,WA,98109,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23
JA3215H11C,King,Seattle,WA,98144,2012,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,62
1C4RJYD63N,Snohomish,Everett,WA,98203,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25
1GYKPPRL5P,King,Kenmore,WA,98028,2023,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
JF2GTDNC2K,King,Kenmore,WA,98028,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
5NMMCET1XR,King,Seattle,WA,98105,2024,GENESIS,GV70,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
LVYBR0ATXL,Skagit,Mount Vernon,WA,98273,2020,VOLVO,S90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21
3GNKDCRJ7R,Thurston,Olympia,WA,98512,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY53EJ06R,King,Seattle,WA,98178,2024,BMW,I7,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
SADHM2S15R,Whatcom,Bellingham,WA,98225,2024,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBAJB1C04L,King,Sammamish,WA,98075,2020,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
KNDJX3AE7H,King,Seattle,WA,98126,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93
4JGDA6DB5J,King,Maple Valley,WA,98038,2018,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,8
7FCEHEB57P,Pierce,Lakewood,WA,98439,2023,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1GYKPMRL3R,Snohomish,Monroe,WA,98272,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
JTMAAAAA0P,King,Redmond,WA,98052,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA1LAAGE4N,King,Seattle,WA,98119,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
7FCEHEB5XP,Pierce,Lakewood,WA,98439,2023,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WDC0G5EB5J,Skagit,Bow,WA,98232,2018,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,9
WP0BA2Y15N,King,Yarrow Point,WA,98004,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
SALWR4RY7M,Snohomish,Mukilteo,WA,98275,2021,LAND ROVER,RANGE ROVER SPORT,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19
JN1AF0BA9P,King,Seattle,WA,98103,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
2C4RC1N73H,King,Seattle,WA,98117,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
KMHE14L27G,Spokane,Nine Mile Falls,WA,99026,2016,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27
WVWKR7AU1H,King,Seattle,WA,98115,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125
WA1F2AFY2P,Clark,Vancouver,WA,98664,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23
4JGGM1CB0R,King,Sammamish,WA,98074,2024,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1GYKPMRL5R,King,Bellevue,WA,98005,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8KN4AE8P,King,Seattle,WA,98117,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
7FCTGCAA6R,Kitsap,Bainbridge Island,WA,98110,2024,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3GPKHXRJ9R,King,Seattle,WA,98122,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJXCBE44M,King,Snoqualmie,WA,98065,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8S7DA28N,Benton,Richland,WA,99352,2022,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31
1G6RN1E45E,King,Renton,WA,98056,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37
7FCEHEB20R,Pierce,Lakewood,WA,98439,2024,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA1G2AFY8N,Thurston,Olympia,WA,98516,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23
WP1AE2AY3M,King,Redmond,WA,98052,2021,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16
KM8KR4AEXN,King,Seattle,WA,98105,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1RH6E44C,King,Redmond,WA,98053,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
ZASPATDW0R,Clark,Vancouver,WA,98685,2024,ALFA ROMEO,TONALE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
KL8CK6S01F,King,Seattle,WA,98106,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82
YSMFG3KA4R,King,Seattle,WA,98101,2024,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FW6S06M,Kitsap,Poulsbo,WA,98370,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA122BFZ6P,King,Seattle,WA,98101,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WP0BE2A7XP,Jefferson,Port Ludlow,WA,98365,2023,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
7JRH60FP0P,King,Seattle,WA,98122,2023,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41
YV4BR00L7N,Douglas,East Wenatchee,WA,98802,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
WA1G2AFY4P,King,Seattle,WA,98108,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23
WA1LABGE8M,King,Newcastle,WA,98059,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGRMPE26N,King,Seattle,WA,98117,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY8P4C08M,King,Seattle,WA,98115,2021,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126
KM8JBDD2XR,Clark,Vancouver,WA,98686,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
